product_name,sales,discounted_sales,profit,quantity
Xerox 1911,603.54,588.212,279.736,13
Office Star - Task Chair with Contemporary Loop Arms,600.4680000000001,496.7508,47.3096,8
Lexmark 20R1285 X6650 Wireless All-in-One Printer,600.0,540.0,218.4,6
Anker Astro 15000mAh USB Portable Charger,599.88,559.888,-23.995199999999997,13
"Contico 72""H Heavy-Duty Storage System",598.308,552.4104,-57.372,16
Hewlett-Packard Deskjet 5550 Printer,597.132,358.27919999999995,49.761,3
Xerox 1942,597.068,565.7464,278.95799999999997,13
Grandstream GXP2100 Mainstream Business Phone,596.6220000000001,468.1188,45.894000000000005,10
"Xerox Color Copier Paper, 11"" x 17"", Ream",593.84,575.568,260.83279999999996,27
Microsoft Wireless Mobile Mouse 4000,591.852,585.4536,183.954,15
Panasonic KX TS3282B Corded phone,590.328,472.26240000000007,44.2746,9
Xerox 1910,586.088,516.9104,236.3568,14
Wilson Jones Century Plastic Molded Ring Binders,583.6370000000001,421.0079,55.2482,48
Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,582.6759999999999,560.1207999999999,57.3278,13
Fellowes Econo/Stor Drawers,581.58,504.03600000000006,-56.2194,7
"Dana Fluorescent Magnifying Lamp, White, 36""",581.172,499.60400000000004,81.568,14
Canon PC170 Desktop Personal Copier,575.82,345.492,67.179,6
Xerox 1991,575.568,560.9504,254.8944,26
"Howard Miller 16"" Diameter Gallery Wall Clock",575.46,498.73199999999997,107.41919999999999,12
Avery 477,573.9639999999999,544.6552,244.23999999999998,20
Xerox 1944,573.648,536.4384,257.3664,16
Panasonic KP-150 Electric Pencil Sharpener,573.648,549.4944,126.8064,16
PureGear Roll-On Screen Protector,571.7139999999999,501.3492,218.2908,34
First Data TMFD35 PIN Pad,571.2,571.2,119.952,4
"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",570.78,505.548,225.0504,24
"Green Canvas Binder for 8-1/2"" x 14"" Sheets",569.24,448.97200000000004,162.64000000000001,19
Sanford 52201 APSCO Electric Pencil Sharpener,565.3860000000001,558.8308000000001,140.9368,14
Belkin F8E887 USB Wired Ergonomic Keyboard,563.812,511.0296,66.2779,21
Eldon Advantage Chair Mats for Low to Medium Pile Carpets,563.03,563.03,56.303000000000004,13
Belkin F9M820V08 8 Outlet Surge,558.74,489.97200000000004,101.003,15
Microsoft Natural Ergonomic Keyboard 4000,557.814,548.2172,107.66409999999999,19
Memorex Micro Travel Drive 16 GB,556.452,502.7256,126.1611,39
Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,554.24,504.35839999999996,157.95839999999998,22
Jet-Pak Recycled Peel 'N' Seal Padded Mailers,552.706,449.3428,177.6555,19
Logitech Wireless Anywhere Mouse MX for PC and Mac,551.908,465.5224,89.985,11
12-1/2 Diameter Round Wall Clock,551.448,469.9296,91.1088,36
Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,549.89,469.906,120.9758,13
"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",546.816,519.4752,61.5168,12
"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",546.192,485.504,17.447799999999997,17
Panasonic Business Telephones KX-T7736,546.06,546.06,163.818,3
"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",545.034,390.5394,85.2384,22
Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,543.6,543.6,228.312,15
Xerox 1884,543.456,466.7328,204.5952,32
I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,542.984,486.5328,95.2016,52
O'Sullivan 5-Shelf Heavy-Duty Bookcases,540.804,432.6432,-12.290999999999997,9
Xerox 1935,538.152,525.4896,239.0028,21
Memorex Froggy Flash Drive 8 GB,536.05,510.49,189.57,32
Tensor Computer Mounted Lamp,536.04,536.04,144.7308,36
Boston KS Multi-Size Manual Pencil Sharpener,533.3679999999999,500.2624,119.548,25
Logitech ClearChat Comfort/USB Headset H390,533.078,514.3324,160.2163,19
Wilson Jones Legal Size Ring Binders,532.158,377.7882,48.37800000000001,44
Howard Miller Distant Time Traveler Alarm Clock,531.948,510.012,192.2142,21
Newell 334,531.712,528.5376,135.30880000000002,27
Staple holder,528.78,507.3816,118.0017,52
Southworth 25% Cotton Premium Laser Paper and Envelopes,527.472,501.8976,236.5632,28
"Premier Elliptical Ring Binder, Black",526.612,298.6164,-201.51279999999997,46
"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",523.59,492.062,118.22999999999999,20
Space Solutions Industrial Galvanized Steel Shelving.,520.0799999999999,494.864,-20.488,7
Bevis Round Conference Room Tables and Bases,519.941,378.30190000000005,-39.4438,4
Rogers Profile Extra Capacity Storage Tub,518.9399999999999,505.54799999999994,4.687199999999999,32
"Decoflex Hanging Personal Folder File, Blue",518.112,500.84159999999997,124.131,35
Alphabetical Labels for Top Tab Filing,518.0,494.32,244.2,37
"Tenex Personal Project File with Scoop Front Design, Black",517.6320000000001,500.37760000000003,118.62400000000001,40
Xerox 1889,516.624,490.2432,236.32799999999997,10
Cisco SPA112 2 Port Phone Adapter,516.53,446.194,87.37049999999999,11
Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,516.216,492.10080000000005,122.8368,29
Nokia Lumia 521 (T-Mobile),515.828,455.84799999999996,83.972,20
Bionaire Personal Warm Mist Humidifier/Vaporizer,515.79,515.79,201.1581,11
"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",514.556,435.73040000000003,23.53819999999999,13
DAX Natural Wood-Tone Poster Frame,513.712,456.51520000000005,123.9264,23
Xerox 1887,512.1899999999999,466.662,216.25799999999998,30
Newell 319,511.872,476.95360000000005,123.00800000000001,28
"DataProducts Ampli Magnifier Task Lamp, Black,",508.72800000000007,461.10240000000005,99.5808,21
Socket Bluetooth Cordless Hand Scanner (CHS),506.28,405.024,177.198,3
Deluxe Heavy-Duty Vinyl Round Ring Binder,504.24,394.68240000000003,88.242,33
Logitech Media Keyboard K200,503.856,459.0688,50.3856,16
"Maxell 74 Minute CD-R Spindle, 50/Pack",503.28,503.28,181.1808,24
Xerox 197,501.87600000000003,457.26480000000004,195.174,18
"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",500.308,448.552,101.7868,14
Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,499.75,483.75800000000004,99.55019999999999,26
Xerox 1937,499.616,438.12480000000005,199.84640000000002,12
Jensen SMPS-640 - speaker phone,496.584,452.44320000000005,88.28160000000001,12
"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",496.248,461.7264,113.274,30
GBC VeloBinder Electric Binding Machine,496.018,139.127,-411.332,15
GE DSL Phone Line Filter,495.87600000000003,412.69680000000005,69.9825,15
Belkin QODE FastFit Bluetooth Keyboard,495.6,446.04,16.107,9
Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ,491.836,477.44079999999997,32.989000000000004,17
Samsung HM1900 Bluetooth Headset,491.68,410.904,195.355,27
Xerox 1925,489.48400000000004,434.9592,182.782,18
Rush Hierlooms Collection Rich Wood Bookcases,489.37919999999997,384.291456,-70.8312,4
"#10 White Business Envelopes,4 1/8 x 9 1/2",488.904,478.87519999999995,223.1408,32
Clearsounds A400,488.326,335.2292,-48.8326,11
24-Hour Round Wall Clock,487.512,445.95360000000005,180.0198,27
GBC Recycled VeloBinder Covers,487.34400000000005,392.6016,100.8768,42
Safco Commercial Shelving,483.704,461.3792,-7.441599999999999,11
"Sortfiler Multipurpose Personal File Organizer, Black",483.414,459.4572,118.92840000000001,24
AT&T CL82213,481.234,471.9572,131.3247,17
Fellowes Neat Ideas Storage Cubes,480.70399999999995,449.5232,-18.1888,16
NeatDesk Desktop Scanner & Digital Filing System,479.988,287.9928,55.9986,2
Cherry 142-key Programmable Keyboard,479.72,479.72,52.7692,4
"Howard Miller 12"" Round Wall Clock",479.33799999999997,422.7604,127.2996,14
Staples in misc. colors,478.812,447.6696,124.05160000000001,86
Kingston Digital DataTraveler 16GB USB 2.0,477.93,452.154,64.7085,57
DAX Wood Document Frame,477.804,440.4584,126.316,40
"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",477.66,457.548,115.64399999999999,24
Fellowes Super Stor/Drawer,477.3,459.54,67.71,18
Newell 345,476.16,444.41600000000005,94.4384,26
AT&T SB67148 SynJ,475.128,432.89439999999996,89.74640000000001,8
"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",472.86,416.628,-32.2695,17
Enermax Briskie RF Wireless Keyboard and Mouse Combo,469.402,446.1396,150.3748,24
"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",468.46799999999996,445.75440000000003,51.105599999999995,7
Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,467.92,355.6192,-14.622499999999995,11
Tenex Chairmats For Use with Hard Floors,467.712,384.5632,-129.92,20
Jackery Bar Premium Fast-charging Portable Charger,467.22,409.716,192.279,18
Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,467.21999999999997,409.716,143.76,18
"Seth Thomas 14"" Day/Date Wall Clock",467.072,453.40160000000003,162.0512,17
GBC Recycled Grain Textured Covers,466.29,347.12700000000007,107.07400000000001,20
GBC Standard Therm-A-Bind Covers,466.004,321.2188,8.472800000000007,34
Ricoh - Ink Collector Unit for GX3000 Series Printers,465.64500000000004,383.00350000000003,36.916,14
Belkin F5C206VTEL 6 Outlet Surge,464.196,431.1048,110.304,22
Electrix Fluorescent Magnifier Lamps & Weighted Base,463.79600000000005,400.6408,73.0232,11
"Global Task Chair, Black",463.099,352.66769999999997,-80.4062,12
V7 USB Numeric Keypad,461.868,383.4904,-58.7832,16
Newell 34,460.288,431.71840000000003,93.248,25
"Personal Filing Tote with Lid, Black/Gray",459.096,441.7248,112.9128,31
"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",458.7,425.34,103.416,36
"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",458.504,428.7632,185.88,16
Acco Perma 4000 Stacking Storage Drawers,457.96799999999996,421.5904,30.044,31
DAX Black Cherry Wood-Tone Poster Frame,455.456,362.2464,61.4336,24
9-3/4 Diameter Round Wall Clock,455.07,444.038,183.1312,34
Xerox 1881,454.36,444.536,207.04080000000002,38
Panasonic KX - TS880B Telephone,453.41999999999996,453.41999999999996,122.4234,11
"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",452.96500000000003,416.3555,105.48499999999999,8
Poly Designer Cover & Back,451.962,370.6848,106.344,35
"HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax",449.97,338.9774,47.9968,4
Mobile Personal File Cube,449.664,415.9392,90.6354,21
Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,448.902,378.486,-7.041599999999996,14
"Acme 10"" Easy Grip Assistive Scissors",448.76800000000003,443.15840000000003,129.722,26
Hewlett-Packard Deskjet D4360 Printer,447.968,358.37440000000004,139.99,4
Boston 16801 Nautilus Battery Pencil Sharpener,444.60200000000003,395.29960000000005,69.9918,23
Rogers Deluxe File Chest,443.99600000000004,412.3448,-34.7284,22
Xerox 194,443.84000000000003,399.456,184.1936,9
Imation Clip USB flash drive - 8 GB,443.68,422.624,1.88,25
invisibleSHIELD by ZAGG Smudge-Free Screen Protector,442.554,383.5468,171.2648,29
"Seth Thomas 16"" Steel Case Clock",441.72799999999995,340.3904,28.257600000000004,19
Micro Innovations USB RF Wireless Keyboard with Mouse,440.0,432.0,84.5,18
"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",437.70000000000005,402.684,138.3132,18
Prismacolor Color Pencil Set,436.48,404.736,155.54559999999998,24
Fellowes Basic Home/Office Series Surge Protectors,436.12800000000004,409.1296,58.2802,41
"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",434.56,414.384,197.104,24
"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",433.789,371.7977,125.7838,38
Acco 6 Outlet Guardian Premium Surge Suppressor,432.432,397.9248,60.424,35
"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",431.28999999999996,396.202,165.206,13
Advantus Rolling Storage Box,428.75,401.31,90.7235,27
Cisco SPA525G2 IP Phone - Wireless,426.93,358.302,43.092,26
O'Sullivan Cherrywood Estates Traditional Bookcase,424.90000000000003,356.91600000000005,27.193599999999996,6
14-7/8 x 11 Blue Bar Computer Printout Paper,422.752,376.6336,172.94400000000002,10
Canvas Sectional Post Binders,422.63599999999997,315.1948,59.06720000000001,28
Staple-based wall hangings,422.288,366.7952,121.99359999999999,62
Round Specialty Laser Printer Labels,421.008,366.8784,162.0129,39
"Perixx PERIBOARD-512B, Ergonomic Split Keyboard",419.88,419.88,29.391599999999997,12
Motorla HX550 Universal Bluetooth Headset,419.23,308.49,122.60499999999999,15
Xerox 1939,417.34,417.34,200.32319999999999,22
Xerox 19,415.132,375.47760000000005,159.54700000000003,15
i.Sound Portable Power - 8000 mAh,413.322,362.45160000000004,-58.8189,9
"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",410.004,343.297,111.2868,36
Kensington 6 Outlet Guardian Standard Surge Protector,409.6,409.6,110.592,20
Nu-Dell Executive Frame,409.536,360.9984,98.97120000000001,39
"Tennsco Lockers, Sand",407.012,363.3736,56.2264,22
"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",406.784,401.6992,14.301,13
"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",406.464,381.23519999999996,178.704,25
Computer Printout Paper with Letter-Trim Perforations,405.95799999999997,366.5004,169.2124,24
"Boston Model 1800 Electric Pencil Sharpener, Gray",405.36,391.848,109.785,15
Model L Table or Wall-Mount Pencil Sharpener,402.976,379.9488,92.10879999999999,24
"Tennsco Lockers, Gray",402.816,355.8208,-26.434800000000003,22
"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",400.0268,244.54650399999997,-113.2606,3
Lexmark X 9575 Professional All-in-One Color Printer,396.0,396.0,190.08,4
Griffin GC17055 Auxiliary Audio Cable,395.78,323.82,46.0544,27
"Seth Thomas 12"" Clock w/ Goldtone Case",390.66,390.66,132.8244,17
Ibico Standard Transparent Covers,390.576,338.3344,104.81280000000001,34
Boston 1799 Powerhouse Electric Pencil Sharpener,389.70000000000005,389.70000000000005,109.116,15
Logitech Wireless Headset H600 Over-The-Head Design,386.90999999999997,352.51800000000003,133.269,10
Fellowes Advanced Computer Series Surge Protectors,386.75399999999996,378.2772,100.662,15
"XtraLife ClearVue Slant-D Ring Binder, White, 3""",386.084,314.5924,76.92320000000001,39
Cisco Desktop Collaboration Experience DX650 IP Video Phone,385.8,308.64000000000004,130.2075,5
OtterBox Commuter Series Case - Samsung Galaxy S4,384.846,332.8668,-55.977599999999995,18
"Logitech Wireless Boombox Speaker - portable - wireless, wired",383.04,348.992,148.96,4
Memorex Micro Travel Drive 32 GB,379.70399999999995,332.97119999999995,129.97560000000001,12
Eldon Advantage Foldable Chair Mats for Low Pile Carpets,379.4,314.36,-48.78,10
AT&T EL51110 DECT,377.97,377.97,109.6113,3
"Executive Impressions 14""",377.90999999999997,377.90999999999997,166.2804,17
Clear Mylar Reinforcing Strips,377.538,285.2094,90.27269999999999,29
Globe Weis Peel & Seel First Class Envelopes,375.73199999999997,369.5976,164.862,30
Tennsco Commercial Shelving,374.256,331.9488,-48.6126,21
"Maxell Pro 80 Minute CD-R, 10/Pack",374.072,337.71360000000004,122.36,24
"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",373.78,319.41200000000003,24.8054,26
Acco Perma 3000 Stacking Storage Drawers,373.44399999999996,319.7352,16.5742,21
Avery 505,372.96000000000004,339.808,165.76000000000002,28
GBC Durable Plastic Covers,369.585,274.1895,14.318999999999997,34
36X48 HARDFLOOR CHAIRMAT,369.24800000000005,337.35839999999996,-40.4914,21
"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",368.45599999999996,357.33279999999996,93.15679999999999,11
Lenovo 17-Key USB Numeric Keypad,367.092,307.2696,22.433400000000002,13
Logitech Wireless Touch Keyboard K400,364.854,356.85720000000003,53.7285,15
"Eldon Executive Woodline II Desk Accessories, Mahogany",361.87199999999996,321.664,50.008700000000005,17
SanDisk Cruzer 32 GB USB Flash Drive,361.38,346.164,102.708,20
KeyTronic 6101 Series - Keyboard - Black,360.712,321.36160000000007,127.06899999999999,10
Microsoft Arc Touch Mouse,359.70000000000005,311.74,91.124,7
"Seth Thomas 14"" Putty-Colored Wall Clock",357.948,339.1704,94.7682,13
Holmes Odor Grabber,357.616,332.23679999999996,67.774,30
Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,357.0,342.6,23.25,25
Kingston Digital DataTraveler 32GB USB 2.0,355.95,342.39,5.4239999999999995,22
Aluminum Screw Posts,354.032,269.4916,41.202,41
Pizazz Global Quick File,353.29200000000003,348.5016,94.6104,24
Xerox 1929,351.736,340.7728,154.3984,16
I.R.I.S IRISCard Anywhere 5 Card Scanner,350.973,315.8757,152.0883,3
Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,350.20399999999995,316.3912,8.7551,13
Eldon Gobal File Keepers,348.22,336.108,-0.6055999999999999,24
"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",347.31,334.598,85.806,32
"Executive Impressions 14"" Contract Wall Clock",346.788,321.8904,93.5883,17
Trimflex Flexible Post Binders,346.356,284.7816,112.8864,21
Sterilite Officeware Hinged File Box,345.84000000000003,329.072,78.076,35
Eldon Simplefile Box Office,345.832,323.93760000000003,77.128,30
2300 Heavy-Duty Transfer File Systems by Perma,344.724,300.7592,20.9832,16
Fellowes Mighty 8 Compact Surge Protector,344.59000000000003,312.158,67.2964,19
Eldon Cleatmat Chair Mats for Medium Pile Carpets,344.1,304.14,-42.18000000000001,8
"Acco Six-Outlet Power Strip, 4' Cord Length",343.076,334.8008,81.5452,41
GBC VeloBind Cover Sets,342.768,251.98080000000002,18.527999999999995,42
Tops Green Bar Computer Printout Paper,342.58,342.58,171.29,7
Boston 19500 Mighty Mite Electric Pencil Sharpener,342.55,342.55,92.4885,17
"Brother MFC-9340CDW LED All-In-One Printer, Copier Scanner",341.991,102.5973,-319.1916,3
Classic Ivory Antique Telephone ZL1810,341.666,293.4308,40.196,4
Letter Size File,341.41999999999996,296.956,59.55,10
Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,339.83,271.0644,23.1884,22
Luxo Economy Swing Arm Lamp,338.98,338.98,94.9144,17
"Tenex File Box, Personal Filing Tote with Lid, Black",338.118,310.8204,62.660399999999996,24
"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",336.952,308.9456,150.97199999999998,34
Wasp CCD Handheld Bar Code Reader,336.51,201.90599999999998,44.868,3
"BlueLounge Milo Smartphone Stand, White/Metallic",335.888,316.6944,76.7744,12
Xerox 226,334.368,327.1104,155.7792,53
"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",334.368,268.32000000000005,98.2464,22
"Contract Clock, 14"", Brown",334.096,274.3104,29.453199999999995,21
Holmes 99% HEPA Air Purifier,333.564,305.8392,86.8566,17
Eldon Econocleat Chair Mats for Low Pile Carpets,331.76,331.76,39.8112,8
Bulldog Vacuum Base Pencil Sharpener,330.924,298.3112,59.5903,31
SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,329.946,271.7508,-48.5826,31
Xerox 1979,328.38800000000003,318.4744,140.959,11
Multimedia Mailers,325.86,325.86,149.8956,2
KeyTronic E03601U1 - Keyboard - Beige,324.0,324.0,58.32,18
RCA ViSYS 25425RE1 Corded phone,323.976,259.18080000000003,36.4473,3
Sauder Cornerstone Collection Library,322.192,251.5576,-81.16760000000001,14
Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,321.846,313.8828,106.176,20
Personal Creations Ink Jet Cards and Labels,321.44,321.44,157.5056,28
"White Envelopes, White Envelopes with Clear Poly Window",320.25,308.05,139.07999999999998,22
Konica Minolta magicolor 1690MF Multifunction Printer,319.92,319.92,118.3704,8
X-Rack File for Hanging Folders,318.378,302.1204,67.74,30
"Rogers Jumbo File, Granite",317.77200000000005,311.2536,-4.8888,24
"Seth Thomas 13 1/2"" Wall Clock",316.48400000000004,293.72560000000004,71.12,20
"Executive Impressions 13"" Clairmont Wall Clock",315.372,278.4504,88.458,20
"Avery Trapezoid Extra Heavy Duty 4"" Binders",314.54999999999995,195.02100000000002,0.0,15
"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",310.206,249.12420000000003,52.447199999999995,31
"Executive Impressions 14"" Two-Color Numerals Wall Clock",308.99199999999996,265.3696,94.51520000000001,16
Recycled Easel Ring Binders,308.844,228.1268,21.634000000000004,35
Fiskars Softgrip Scissors,307.44,307.44,86.0832,28
Acme Box Cutter Scissors,306.9,298.716,72.2238,31
3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,303.36,248.7552,-20.476799999999997,14
Eldon Fold 'N Roll Cart System,301.96799999999996,275.1264,63.7488,24
Eldon Shelf Savers Cubes and Bins,300.14,288.97200000000004,-7.677999999999999,45
Lexmark S315 Color Inkjet Printer,299.97,209.979,34.996500000000005,5
Tensor Track Tree Floor Lamp,299.85,267.866,38.180899999999994,17
Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,299.20799999999997,204.84240000000003,-177.22320000000002,9
Memorex Micro Travel Drive 8 GB,299.0,267.8,113.1,26
Coloredge Poster Frame,298.2,298.2,116.298,21
Boston Home & Office Model 2000 Electric Pencil Sharpeners,297.99,290.422,70.477,13
Maxell DVD-RAM Discs,296.64,296.64,127.5552,18
"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",296.184,266.7952,119.7364,29
Xerox 1933,294.72,294.72,138.5184,24
Stanley Contemporary Battery Pencil Sharpeners,293.7,272.34,63.012,24
Micropad Numeric Keypads,291.85400000000004,285.4572,66.9665,15
"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",291.45599999999996,281.7408,97.152,15
Acco 6 Outlet Guardian Premium Plus Surge Suppressor,289.456,233.76319999999998,-113.76719999999999,31
Peel-Off China Markers,287.97,272.082,109.4286,31
"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",287.868,225.0794,64.1445,39
"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",286.672,257.3056,115.2806,37
OtterBox Commuter Series Case - iPhone 5 & 5s,285.87,233.094,102.91319999999999,16
"Fellowes Personal Hanging Folder Files, Navy",284.716,254.6328,52.6456,24
Embossed Ink Jet Note Cards,284.382,241.0476,108.336,15
"Iris 3-Drawer Stacking Bin, Black",284.104,243.9952,-43.4512,16
"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",281.892,260.5416,127.602,37
Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,281.658,217.9788,6.123,6
Xerox 1898,280.56,259.184,120.7744,46
Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive,280.0,280.0,109.19999999999999,14
"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",279.96,279.96,120.3828,4
Macally Suction Cup Mount,279.63,254.774,-31.07,26
Westinghouse Clip-On Gooseneck Lamps,279.558,258.80039999999997,44.1936,38
Acme Forged Steel Scissors with Black Enamel Handles,279.3,264.404,67.7768,32
"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",279.18,229.54800000000003,23.265,22
Storex Dura Pro Binders,278.586,222.9282,50.5494,71
Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors,277.92,277.92,83.376,4
"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",277.38,267.444,126.684,28
Large Capacity Hanging Post Binders,276.945,190.3685,-19.461000000000006,22
"Neat Ideas Personal Hanging Folder Files, Black",276.658,261.6164,58.0176,22
HP Standard 104 key PS/2 Keyboard,275.5,263.9,58.0,20
Stanley Bostitch Contemporary Electric Pencil Sharpeners,275.076,237.0408,42.7896,19
Staple magnet,272.892,238.3736,44.8092,33
Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black,272.88800000000003,218.31040000000002,27.288800000000002,11
Fellowes Binding Cases,271.44,220.89600000000002,71.955,31
Advantus Panel Wall Certificate Holder - 8.5x11,270.84,263.032,108.092,23
Adjustable Personal File Tote,270.24800000000005,252.01440000000002,53.3984,18
Plastic Binding Combs,269.67,227.856,84.9915,23
"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",269.394,198.9254,-2.2830000000000013,35
"GBC White Gloss Covers, Plain Front",269.328,211.69760000000002,31.421600000000005,31
"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",268.5,268.5,123.51,30
Xerox 1938,268.24,214.592,93.884,7
Eldon Wave Desk Accessories,266.73,248.518,98.9996,61
Avery 475,266.4,266.4,133.2,18
Belkin F9S820V06 8 Outlet Surge,266.336,209.1712,-120.17599999999999,17
Belkin Standard 104 key USB Keyboard,265.538,232.8564,5.1065000000000005,21
Ultra Door Pull Handle,265.104,249.95520000000002,74.7972,27
Maxell 4.7GB DVD+RW 3/Pack,264.438,259.3404,88.4115,17
"Peel & Seel Recycled Catalog Envelopes, Brown",264.024,234.3792,113.48400000000001,26
Newell 324,263.34000000000003,261.492,72.072,23
Staple remover,263.088,240.9344,24.067800000000002,61
"Southworth 100% Résumé Paper, 24lb.",262.964,255.4952,113.199,35
"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",262.752,204.87040000000002,-7.616000000000003,20
File Shuttle I and Handi-File,262.668,241.29840000000002,51.42059999999999,13
Belkin 6 Outlet Metallic Surge Strip,262.449,229.8879,28.749599999999997,29
"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",261.6,231.08,41.856,28
Hand-Finished Solid Wood Document Frame,260.14799999999997,249.19439999999997,68.46000000000001,8
3M Office Air Cleaner,259.8,259.8,90.93,10
Desktop 3-Pocket Hot File,259.68,251.024,59.510000000000005,5
"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",259.092,236.0616,115.152,12
"GBC Standard Recycled Report Covers, Clear Plastic Sheets",258.72,173.77360000000002,-27.1656,51
"Executive Impressions 10"" Spectator Wall Clock",258.72,258.72,87.9648,22
Avery Legal 4-Ring Binder,258.054,203.2962,90.214,16
Mediabridge Sport Armband iPhone 5s,257.742,227.3724,-38.961,30
GBC Poly Designer Binding Covers,256.122,225.82260000000002,102.4488,18
Berol Giant Pencil Sharpener,254.85000000000002,227.666,49.780699999999996,17
"Executive Impressions 13"" Chairman Wall Clock",253.8,233.496,72.333,11
"Linden 10"" Round Wall Clock, Black",253.648,218.1984,41.8672,21
Apple EarPods with Remote and Mic,251.91,229.518,50.382,10
Magnifier Swing Arm Lamp,251.76000000000002,251.76000000000002,65.4576,12
Sony 32GB Class 10 Micro SDHC R40 Memory Card,251.4,251.4,52.794,12
Hanging Personal Folder File,251.2,238.64,51.025,17
Sony Micro Vault Click 4 GB USB 2.0 Flash Drive,250.92000000000002,250.92000000000002,35.1288,18
Avery 473,248.4,248.4,119.232,24
Belkin OmniView SE Rackmount Kit,248.35999999999999,248.35999999999999,0.0,7
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",248.292,226.2216,91.0404,12
Nu-Dell Leatherette Frames,246.64800000000002,237.4704,81.4512,18
